X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766702.83;6284799.92;0.75;0.31;0.72;6000
766700.31;6284801.2;0.71;0.23;0.81;5680
766697.01;6284802.96;0.88;0.38;0.61;7040
766694.92;6284804.15;0.7;0.29;0.81;5600
766691.95;6284805.66;0.67;0.31;0.69;5360
766689.4;6284807;0.77;0.3;0.63;6160
766687.17;6284808.1;0.76;0.32;0.73;6080
766683.62;6284809.91;0.71;0.25;0.79;5680
766681.2;6284811.22;0.75;0.23;0.9;6000
766678.79;6284812.44;0.81;0.39;0.67;6480
766675.8;6284814.09;0.83;0.23;0.8;6640
766673.14;6284815.53;0.85;0.37;0.82;6800
766670.69;6284816.84;0.69;0.25;0.88;5520
766667.93;6284818.3;0.72;0.28;0.72;5760
766665.35;6284819.67;0.7;0.33;0.72;5600
766662.65;6284821.14;0.7;0.17;0.77;5600
766659.77;6284822.68;0.81;0.29;0.59;6480
766657.3;6284823.98;0.77;0.33;0.77;6160
766654.36;6284825.47;0.68;0.39;0.62;5440
766651.85;6284826.8;0.85;0.34;0.68;6800
766648.49;6284826.21;0.64;0.39;0.76;5120
766648.79;6284822.66;0.68;0.47;0.79;5440
766651.22;6284821.51;0.82;0.33;0.74;6560
