X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766770.19;6284781.43;1.66;0.27;74;13280;274.3
766772.54;6284780.24;1.63;0.39;63;13040;226.1
766774.58;6284779.11;1.4;0.38;67;11200;202.2
766776.93;6284777.82;1.15;0.46;49;9200;123.4
766780.03;6284776.22;1.54;0.28;73;12320;245.9
766782.37;6284774.97;1.38;0.35;77;11040;236.1
766784.88;6284773.69;1.49;0.43;81;11920;279.5
766787.68;6284772.17;1.17;0.33;61;9360;151.1
766790.16;6284770.86;1.29;0.27;77;10320;217
766792.29;6284769.77;1.38;0.39;73;11040;221.1
766795.24;6284768.23;1.53;0.41;69;12240;233.3
766797.41;6284767.15;1.18;0.43;67;9440;171.7
766800.31;6284765.57;1.57;0.37;67;12560;230.5
766802.91;6284764.18;1.2;0.43;65;9600;168.3
766805.43;6284762.9;1.37;0.32;67;10960;195.5
766807.69;6284761.74;1.06;0.58;27;8480;80.2
766811.02;6284759.88;1;0.36;64;8000;140.1
766813.12;6284758.83;1.12;0.42;78;8960;198.2
766815.64;6284757.52;1.26;0.55;79;10080;229.7
766815.88;6284756.19;1.1;0.59;55;8800;134.7
766806.94;6284756.43;1.37;0.46;40;10960;125.3
766805.14;6284757.41;1.42;0.31;79;11360;250
766802.58;6284758.79;1.04;0.62;47;8320;112.4
766800.25;6284759.97;1.41;0.51;58;11280;178.5
766797.67;6284761.43;1.16;0.37;68;9280;170.3
766794.95;6284762.87;1.12;0.29;72;8960;174.8
766792.65;6284764.05;1.54;0.33;76;12320;261
766790.28;6284765.27;1.16;0.38;78;9280;202.9
766787.93;6284766.54;1.57;0.46;71;12560;251.1
766784.93;6284768.07;1.42;0.46;68;11360;211.6
766782.64;6284769.26;1.49;0.4;75;11920;250
766780.1;6284770.59;1.31;0.43;65;10480;183.4
766777.74;6284771.92;1.43;0.36;76;11440;240.9
766775.21;6284773.25;1.18;0.38;73;9440;189.3
766772.49;6284774.72;1.26;0.46;69;10080;190.5
766769.45;6284776.34;1.33;0.32;67;10640;189.3
766767.93;6284777.15;1.44;0.44;80;11520;264.5
766764.91;6284778.76;1.46;0.38;79;11680;261
766763.18;6284779.67;1.33;0.31;69;10640;196.2
766759.96;6284781.46;1.46;0.33;66;11680;206.4
766757.39;6284782.72;1.51;0.48;70;12080;236.1
766755.01;6284783.94;1.56;0.46;77;12480;276.9
766752.52;6284785.19;1.14;0.41;52;9120;128
766750.21;6284786.53;1.05;0.45;35;8400;89.4
766746.67;6284788.49;1.52;0.36;55;12160;179.5
766745.38;6284789.17;1.45;0.5;66;11600;210.9
766742.64;6284790.64;1.29;0.55;57;10320;160.6
766739.54;6284792.23;1.34;0.36;68;10720;195.5
766737.72;6284793.2;1.45;0.6;37;11600;129.6
766735.16;6284794.57;1.44;0.46;58;11520;181.2
766732.52;6284796.08;1.18;0.43;63;9440;160.1
766729.95;6284797.46;1.28;0.31;79;10240;224.4
766728.1;6284798.45;1.03;0.44;44;8240;102.7
766724.65;6284800.14;1.1;0.37;59;8800;139.1
766722.16;6284801.51;1.25;0.35;64;10000;169.8
766719.54;6284802.89;1.16;0.28;72;9280;179.5
766716.96;6284804.16;1.61;0.37;75;12880;273
766714.45;6284805.34;1.38;0.52;66;11040;200.2
766711.72;6284806.93;1.46;0.33;76;11680;245.9
766709.44;6284808.1;1.05;0.36;61;8400;138.1
766706.62;6284809.69;1.42;0.35;63;11360;190.5
766704.24;6284810.95;1.29;0.35;58;10320;158
766701.55;6284812.34;1.35;0.35;76;10800;226.1
766699.05;6284813.62;1.39;0.42;76;11120;236.1
766697.1;6284814.66;1.41;0.5;71;11280;222.7
766693.21;6284816.6;1.3;0.31;53;10400;144.9
766691.55;6284817.55;1.57;0.38;71;12560;247.9
766689.28;6284818.78;1.36;0.69;60;10880;182.9
766686.41;6284820.25;1.5;0.21;77;12000;253.2
766683.51;6284821.81;1.04;0.45;53;8320;121.2
766680.92;6284823.12;1.33;0.42;70;10640;202.9
766678.85;6284824.17;1.38;0.45;73;11040;223.6
766676.25;6284825.6;1.68;0.33;76;13440;291.9
766673.69;6284827.04;1.54;0.52;73;12320;256.5
766670.87;6284828.42;1.67;0.44;68;13360;256.5
766668.29;6284829.79;1.31;0.41;62;10480;173.8
766665.94;6284831.09;1.45;0.37;60;11600;185.7
766663.06;6284832.63;1.44;0.41;63;11520;195.5
766660.9;6284833.73;1.03;0.43;47;8240;107.9
766658.44;6284834.88;1.3;0.38;57;10400;157.2
766655.95;6284836.17;1.12;0.42;60;8960;144.9
766652.92;6284835.48;1.6;0.71;81;12800;318.5
766653.03;6284832.29;1.36;0.71;73;10880;230.5
766655.44;6284830.98;1.56;0.46;72;12480;253.2
766657.42;6284829.86;1.09;0.5;62;8720;148.5
766660.94;6284827.99;1.18;0.42;65;9440;165.5
766663.4;6284826.58;1.45;0.31;71;11600;222.7
766665.67;6284825.42;1.67;0.38;83;13360;329.2
766668.37;6284824.03;1.6;0.32;74;12800;264.5
766670.89;6284822.71;1.41;0.56;63;11280;196.2
766673.55;6284821.41;1.48;0.46;72;11840;238
766676.31;6284820;1.46;0.43;69;11680;221.1
766678.72;6284818.76;1.21;0.38;68;9680;177.4
766681.46;6284817.28;1.53;0.28;78;12240;266.9
766683.94;6284815.98;1.38;0.24;74;11040;219.4
766686.14;6284814.85;1.63;0.31;79;13040;294.8
766688.89;6284813.47;1.01;0.5;42;8080;98.8
766691.33;6284812.07;1.43;0.37;73;11440;229.7
766694.46;6284810.4;1.26;0.34;63;10080;167.8
766696.38;6284809.44;1.62;0.26;85;12960;322
766698.89;6284808.12;1.39;0.72;72;11120;232.4
766701.56;6284806.69;1.3;0.37;71;10400;200.2
766703.92;6284805.53;1.45;0.44;61;11600;191.7
766705.86;6284804.44;1.29;0.29;66;10320;179.5
766708.75;6284802.98;1.19;0.59;74;9520;200.8
766710.97;6284801.72;1.53;0.46;62;12240;207.9
766713.24;6284800.43;1.54;0.4;75;12320;259.9
766715.59;6284799.1;1.31;0.39;75;10480;217
766718.02;6284797.86;1.23;0.41;61;9840;160.6
766720.71;6284796.54;1.24;0.37;60;9920;158
766722.85;6284795.45;1.37;0.41;67;10960;198.8
766726.06;6284793.74;1.31;0.65;72;10480;215.5
766728.45;6284792.49;1.35;0.32;72;10800;210.1
766731.18;6284791.08;1.4;0.4;76;11200;237
766733.7;6284789.77;1.25;0.35;67;10000;179
766736.29;6284788.37;1.46;0.39;77;11680;252.1
766738.78;6284786.9;1.32;0.24;69;10560;192.4
766741.35;6284785.61;1;0.44;64;8000;142.1
766744.1;6284784.12;1.13;0.33;69;9040;168.3
766746.48;6284782.83;1.3;0.29;69;10400;190.5
766749.31;6284781.27;1.46;0.32;66;11680;206.4
766751.76;6284779.95;1.29;0.38;81;10320;237
766754.01;6284778.72;1.22;0.43;66;9760;174.3
766756.76;6284777.3;1.54;0.41;80;12320;284.9
766758.91;6284776.13;1.48;0.45;71;11840;233.3
766762.49;6284774.31;1.35;0.42;64;10800;185.7
766764.44;6284773.3;1.21;0.36;78;9680;210.1
766766.97;6284771.92;1.27;0.49;72;10160;202.9
766769.81;6284770.43;1.24;0.4;74;9920;202.2
766772.29;6284769.1;1.67;0.29;79;13360;302.3
766774.4;6284767.92;1.35;0.48;65;10800;191.1
766777.51;6284766.18;1.09;0.35;61;8720;142.4
766780.34;6284764.71;1.35;0.67;64;10800;194.3
766782.91;6284763.42;1.25;0.37;64;10000;170.3
766785.02;6284762.35;1.7;0.34;68;13600;258.7
766787.91;6284760.89;1.4;0.27;74;11200;224.4
766790.14;6284759.67;1.18;0.41;70;9440;180.1
766793.23;6284758.04;1.16;0.36;74;9280;188.7
766795.57;6284756.84;1.36;0.3;82;10880;251.1
766798.23;6284755.42;1.52;0.52;87;12160;322
766800.79;6284754.12;1.55;0.85;87;12400;348.5
766802.13;6284753.33;1.14;1.1;78;9120;226.1
766793.74;6284752.24;1.15;0.51;64;9200;161.4
766790.97;6284753.61;1.11;0.39;34;8880;91.2
