X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766908.99;6284781.91;1.21;0.35;0.93;9680
766909.59;6284779.18;1.18;0.4;0.9;9440
766910.15;6284776.11;1.23;0.39;0.95;9840
766910.83;6284773.16;0.99;0.58;0.84;7920
766911.42;6284770.49;1.24;0.47;0.8;9920
766912.14;6284766.9;1.22;0.88;0.46;9760
766912.58;6284764.55;1.25;0.39;0.78;10000
766913.24;6284761.7;1.27;0.87;0.29;10160
766914;6284757.99;1.26;0.41;0.78;10080
766914.51;6284755.6;1.35;0.43;0.95;10800
766915.18;6284752.79;1.13;0.36;0.82;9040
766915.87;6284749.78;1.18;0.48;0.87;9440
766916.49;6284746.75;1.22;0.36;0.88;9760
766917.04;6284743.95;1.31;0.41;0.83;10480
766917.71;6284740.93;1.39;0.47;0.94;11120
766918.33;6284738.08;1.35;0.26;0.96;10800
766919.13;6284734.73;1.31;0.53;0.98;10480
766920.35;6284732.17;1.39;0.39;0.97;11120
766924.29;6284733.92;1.23;0.53;0.97;9840
766923.71;6284736.95;1.34;0.36;0.94;10720
766923.16;6284739.81;1.25;0.33;0.99;10000
766922.55;6284742.64;1.32;0.41;0.96;10560
766921.98;6284745.5;1.18;0.47;0.9;9440
766921.27;6284748.67;1.09;0.47;0.87;8720
766920.68;6284751.56;1.18;0.35;0.95;9440
766920.13;6284754.49;1.1;0.42;0.94;8800
766919.51;6284757.32;1.12;0.38;0.88;8960
766918.87;6284760.14;1.19;0.62;0.8;9520
766918.17;6284763.3;1.27;0.33;0.88;10160
766917.59;6284766.13;1.21;0.34;0.9;9680
766917;6284769.07;1.14;0.34;0.93;9120
766916.41;6284771.96;1.17;0.45;0.91;9360
766915.84;6284774.94;1.18;0.61;0.93;9440
766915.25;6284777.62;1.2;0.42;0.87;9600
766914.61;6284780.61;1.23;0.27;0.89;9840
766914.01;6284783.38;1.26;0.29;0.98;10080
766913.42;6284786.24;1.13;0.35;0.91;9040
766912.85;6284789.1;1.08;0.33;0.94;8640
766912.21;6284791.98;0.99;0.37;0.89;7920
766911.65;6284794.86;1.03;0.28;0.83;8240
766911.13;6284797.72;1.02;0.38;0.89;8160
766910.64;6284800.32;0.94;0.51;0.92;7520
766909.96;6284803.23;0.96;0.35;0.89;7680
766909.36;6284806;1.01;0.31;0.91;8080
766908.74;6284809.03;1.05;0.33;0.82;8400
766908.15;6284812.08;1.17;0.4;0.74;9360
766907.57;6284814.97;1.18;0.35;0.81;9440
766906.97;6284817.9;1.15;0.35;0.83;9200
766906.3;6284820.59;1.24;0.3;0.86;9920
766905.57;6284823.6;1.28;0.29;0.92;10240
