X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766892.93;6284786.99;0.94;0.46;62;7520;140.7
766892.33;6284789.84;1.17;0.45;72;9360;200.2
766891.58;6284792.76;1.14;0.88;46;9120;134
766891.02;6284795.56;1.11;0.82;53;8880;146.3
766890.49;6284798.49;1.11;0.53;66;8880;174.3
766889.86;6284801.54;1;0.48;69;8000;166.9
766889.2;6284804.34;1.04;0.33;64;8320;153.9
766888.57;6284807.42;1.07;0.36;69;8560;172.7
766888.06;6284810.33;0.91;0.35;72;7280;160.6
766887.53;6284812.68;1.16;0.4;68;9280;183.4
766886.83;6284815.65;1.13;0.52;73;9040;199.5
766886.28;6284818.17;1.25;0.29;77;10000;226.1
766885.68;6284821.2;1.31;0.48;69;10480;213.1
766887.47;6284823.45;0.9;0.56;65;7200;146.3
766890.22;6284822.14;1.28;0.38;77;10240;235.1
766890.94;6284818.9;1.2;0.36;64;9600;175.3
766891.55;6284816.11;1.13;0.31;74;9040;196.2
766892.16;6284813.04;1.01;0.54;64;8080;155.9
766892.71;6284810.23;0.98;0.38;69;7840;161.9
766893.37;6284807.03;1.09;0.31;68;8720;171.2
766893.99;6284804.17;1.2;0.33;62;9600;168.8
766894.68;6284801.03;1;0.37;64;8000;150.4
766895.38;6284798.26;0.96;0.57;61;7680;143.1
766896.01;6284795.32;0.96;0.82;54;7680;132.3
766896.67;6284791.96;1.04;0.39;68;8320;166.9
766897.33;6284789.08;1.13;0.37;80;9040;219.4
766897.97;6284786.05;1.08;0.42;77;8640;202.2
766898.61;6284782.99;1.2;0.31;80;9600;229.7
766899.17;6284780.18;1.13;0.36;83;9040;230.5
766899.72;6284777.16;1.09;0.34;83;8720;222.7
766900.37;6284774.22;1.24;0.3;78;9920;228.8
766901;6284771.33;1.19;0.31;76;9520;212.4
766901.63;6284768.43;1.2;0.38;77;9600;220.3
766902.19;6284765.54;1.17;0.3;76;9360;208.6
766902.86;6284762.54;1.06;0.41;72;8480;182.3
766903.41;6284759.53;1.31;0.3;82;10480;258.7
766903.96;6284756.71;1.23;0.38;66;9840;186.3
766904.65;6284753.7;1.36;0.3;75;10880;238
766905.25;6284750.92;1.29;0.29;77;10320;233.3
766905.91;6284747.96;1.28;0.34;75;10240;225.3
766906.5;6284744.82;1.29;0.52;66;10320;200.2
766907.06;6284742.09;1.26;0.45;80;10080;246.9
766907.71;6284739.24;1.44;0.66;80;11520;293.3
766908.24;6284736.89;1.24;0.6;50;9920;147.8
766913.59;6284736.79;1.2;0.51;73;9600;210.1
766913.14;6284739.2;1.12;0.56;82;8960;233.3
766912.49;6284741.98;1.18;0.44;81;9440;235.1
766911.94;6284744.81;1.02;0.52;72;8160;180.1
766911.28;6284747.9;0.98;0.62;71;7840;174.3
766910.69;6284750.75;1.21;0.41;78;9680;227
766910.09;6284753.57;1.16;0.38;71;9280;192.4
766909.48;6284756.47;1.25;0.48;79;10000;241.8
766908.88;6284759.27;1.17;0.43;78;9360;221.1
766908.3;6284762.33;1.25;0.4;77;10000;230.5
766907.7;6284764.77;1.11;0.39;61;8880;155.9
766907.02;6284768.05;1.04;0.09;7;8320;64.7
766906.29;6284771.38;1.16;0.52;35;9280;105.6
766905.84;6284773.6;1.23;0.41;72;9840;207.9
766905.32;6284776.48;1.15;0.29;81;9200;223.6
766904.74;6284779.26;1.2;0.43;76;9600;218.6
766904.19;6284782.14;1.12;0.62;74;8960;205
766903.69;6284784.86;1.03;0.42;80;8240;205
766903.06;6284787.73;1.07;0.49;78;8560;206.4
766902.49;6284790.37;1.05;0.48;74;8400;189.3
766901.82;6284793.28;1.02;0.35;76;8160;187.5
766901.23;6284795.92;1.09;0.88;52;8720;142.8
766900.66;6284798.82;0.99;0.55;54;7920;129.4
766900;6284802.18;0.87;0.52;61;6960;132.3
766899.34;6284805.14;1.19;0.42;52;9520;142.8
766898.73;6284807.94;1.26;0.47;72;10080;215.5
766898.04;6284810.79;1.21;0.4;61;9680;168.8
766897.41;6284813.67;1.06;0.37;71;8480;177.9
766896.76;6284816.63;1.14;0.39;76;9120;207.2
766896.19;6284819.57;1.29;0.4;78;10320;241.8
766895.66;6284822.19;1.2;0.65;70;9600;204.3
766897.09;6284825.52;0.85;0.79;50;6800;112.6
766900.16;6284824.16;1.28;0.38;80;10240;246.9
766900.72;6284821.4;1.18;0.36;71;9440;194.9
766901.28;6284818.8;1.07;0.33;69;8560;172.2
766901.88;6284816.21;0.9;0.34;67;7200;145.6
766902.52;6284813.49;0.93;0.43;74;7440;171.2
766903.13;6284810.65;1.02;0.28;63;8160;147.8
766903.78;6284807.88;1.09;0.38;57;8720;143.1
766904.44;6284805.12;0.96;0.41;62;7680;141.7
766904.93;6284802.64;1.26;0.41;62;10080;179
766905.68;6284799.24;0.97;0.38;66;7760;152.3
766906.24;6284796.51;1.01;0.39;70;8080;168.8
766906.86;6284793.33;1.3;0.56;72;10400;225.3
766907.4;6284790.76;1.06;0.51;70;8480;179
766907.98;6284787.83;0.9;0.74;67;7200;155.9
766908.5;6284784.75;1.21;0.34;76;9680;217
766908.99;6284781.91;1.21;0.35;78;9680;225.3
766909.59;6284779.18;1.18;0.4;75;9440;210.9
766910.15;6284776.11;1.23;0.39;80;9840;238
766910.83;6284773.16;0.99;0.58;69;7920;168.8
766911.42;6284770.49;1.24;0.47;65;9920;187.5
766912.14;6284766.9;1.22;0.88;31;9760;109.9
766912.58;6284764.55;1.25;0.39;63;10000;180.1
766913.24;6284761.7;1.27;0.87;14;10160;90.8
766914;6284757.99;1.26;0.41;63;10080;182.3
766914.51;6284755.6;1.35;0.43;80;10800;263.3
766915.18;6284752.79;1.13;0.36;67;9040;174.8
766915.87;6284749.78;1.18;0.48;72;9440;202.2
766916.49;6284746.75;1.22;0.36;73;9760;208.6
766917.04;6284743.95;1.31;0.41;68;10480;206.4
766917.71;6284740.93;1.39;0.47;79;11120;269.3
766918.33;6284738.08;1.35;0.26;81;10800;259.9
766919.13;6284734.73;1.31;0.53;83;10480;274.3
766920.35;6284732.17;1.39;0.39;82;11120;279.5
766924.29;6284733.92;1.23;0.53;82;9840;253.2
766923.71;6284736.95;1.34;0.36;79;10720;254.3
766923.16;6284739.81;1.25;0.33;84;10000;256.5
766922.55;6284742.64;1.32;0.41;81;10560;261
766921.98;6284745.5;1.18;0.47;75;9440;213.1
766921.27;6284748.67;1.09;0.47;72;8720;188.7
766920.68;6284751.56;1.18;0.35;80;9440;227.9
766920.13;6284754.49;1.1;0.42;79;8800;212.4
766919.51;6284757.32;1.12;0.38;73;8960;193.6
766918.87;6284760.14;1.19;0.62;65;9520;185.2
766918.17;6284763.3;1.27;0.33;73;10160;215.5
766917.59;6284766.13;1.21;0.34;75;9680;213.1
766917;6284769.07;1.14;0.34;78;9120;212.4
766916.41;6284771.96;1.17;0.45;76;9360;214.7
766915.84;6284774.94;1.18;0.61;78;9440;229.7
766915.25;6284777.62;1.2;0.42;72;9600;203.6
766914.61;6284780.61;1.23;0.27;74;9840;210.1
766914.01;6284783.38;1.26;0.29;83;10080;252.1
766913.42;6284786.24;1.13;0.35;76;9040;204.3
766912.85;6284789.1;1.08;0.33;79;8640;206.4
