X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766309.48;6284615.81;1.23;0.47;0.92;9840
766309.41;6284618.74;1.26;0.63;0.89;10080
766309.32;6284621.66;1.51;0.62;0.79;12080
766309.3;6284624.4;1.26;0.45;0.99;10080
766309.27;6284627.6;1.18;0.57;0.92;9440
766309.21;6284630.19;1.29;0.48;0.96;10320
766309.11;6284633.15;1.15;0.5;0.97;9200
766309.09;6284635.98;1.31;0.63;0.95;10480
766308.99;6284639;1.3;0.47;0.96;10400
766308.88;6284640.94;1.41;0.68;0.79;11280
766302.75;6284643.01;1.09;0.54;0.97;8720
766303.14;6284641.37;1.1;0.43;0.77;8800
766303.82;6284637.59;1.27;0.42;0.83;10160
766303.89;6284635.32;1.18;0.44;0.96;9440
766303.95;6284632.16;1.25;0.59;0.8;10000
766304.05;6284629.6;1.22;0.72;0.74;9760
766304.15;6284626.57;1.36;0.62;0.93;10880
766304.16;6284623.86;1.18;0.46;0.98;9440
766304.24;6284621.15;1.07;0.39;0.87;8560
766304.27;6284618.06;1.4;0.49;0.96;11200
766304.38;6284615.16;1.15;0.51;0.98;9200
766304.46;6284611.86;1.17;0.5;0.86;9360
766304.51;6284609.51;1.19;0.63;0.9;9520
766304.55;6284606.76;1.33;0.5;0.91;10640
766304.66;6284603.66;1.3;0.47;0.96;10400
766304.7;6284600.85;1.41;0.52;0.95;11280
766304.72;6284597.89;1.35;0.53;0.98;10800
766304.75;6284595.22;1.14;0.58;0.92;9120
766304.85;6284592.23;1.24;0.48;0.95;9920
766304.9;6284589.74;1.35;0.5;0.81;10800
766305.01;6284586.42;1.35;0.44;0.89;10800
766305.11;6284583.8;1.31;0.53;0.71;10480
766305.16;6284580.91;1.17;0.44;0.96;9360
766305.25;6284577.85;1.39;0.61;0.91;11120
766305.37;6284575.13;1.33;0.58;0.91;10640
766305.37;6284572.16;1.26;0.52;0.89;10080
766305.48;6284569.46;1.37;0.52;0.92;10960
766305.49;6284566.52;1.37;0.49;0.96;10960
766305.59;6284563.75;1.35;0.53;0.93;10800
